Place,Age,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Region of Banská Bystrica,31 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10585,10312,10210,10273,10379,10151,9912,9328
Region of Banská Bystrica,32 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11179,10521,10225,10138,10150,10300,10090,9813
Region of Banská Bystrica,33 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11093,11107,10439,10166,10067,10085,10224,10004
Region of Banská Bystrica,34 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11075,11032,10955,10384,10067,9994,10027,10156
Region of Banská Bystrica,35 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11056,11039,10975,10883,10294,10008,9917,9963
Region of Banská Bystrica,36 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10823,11035,10941,10895,10838,10246,9949,9863
Region of Banská Bystrica,37 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10886,10801,10990,10865,10831,10793,10196,9876
Region of Banská Bystrica,38 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10320,10856,10768,10966,10799,10784,10750,10150
Region of Banská Bystrica,39 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9623,10288,10802,10765,10924,10751,10761,10725
Region of Banská Bystrica,40 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9044,9607,10235,10764,10723,10889,10722,10706
Region of Banská Bystrica,41 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8755,9025,9569,10170,10720,10688,10844,10693
Region of Banská Bystrica,42 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8830,8726,9004,9535,10139,10668,10672,10800
Region of Banská Bystrica,43 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8626,8809,8680,8981,9488,10133,10643,10628
Region of Banská Bystrica,44 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8625,8610,8769,8653,8962,9446,10102,10597
Region of Banská Bystrica,45 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9220,8606,8572,8758,8609,8927,9412,10060
Region of Banská Bystrica,46 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9357,9188,8566,8529,8707,8561,8910,9384
Region of Banská Bystrica,47 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9627,9320,9151,8530,8494,8663,8507,8879
Region of Banská Bystrica,48 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9668,9598,9271,9129,8494,8468,8632,8476
Region of Banská Bystrica,49 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9163,9628,9548,9234,9084,8457,8431,8606
Region of Banská Bystrica,50 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9454,9115,9569,9490,9176,9053,8416,8396
Region of Banská Bystrica,51 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9521,9417,9040,9496,9434,9138,8993,8366
Region of Banská Bystrica,52 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9255,9454,9359,8990,9438,9392,9078,8940
Region of Banská Bystrica,53 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9681,9181,9390,9307,8934,9377,9308,9022
Region of Banská Bystrica,54 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9855,9587,9121,9327,9229,8847,9323,9236
Region of Banská Bystrica,55 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10129,9773,9504,9066,9260,9152,8778,9245
Region of Banská Bystrica,56 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9834,10029,9676,9415,8994,9179,9062,8699
Region of Banská Bystrica,57 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9745,9735,9923,9584,9327,8928,9105,8985
Region of Banská Bystrica,58 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9678,9619,9649,9792,9484,9228,8849,9013
Region of Banská Bystrica,59 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9431,9569,9477,9550,9680,9364,9132,8758
Region of Banská Bystrica,60 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9245,9313,9456,9379,9417,9563,9233,9032
Region of Banská Bystrica,61 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8578,9110,9190,9337,9268,9293,9425,9131
Region of Banská Bystrica,62 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812,8429,8983,9062,9203,9131,9170,9280
Region of Banská Bystrica,63 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7533,7692,8276,8833,8912,9017,8983,9031
Region of Banská Bystrica,64 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7191,7395,7594,8137,8676,8760,8882,8819
Region of Banská Bystrica,65 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6026,7066,7264,7456,7970,8517,8628,8744
Region of Banská Bystrica,66 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5614,5905,6935,7150,7310,7848,8346,8439
Region of Banská Bystrica,67 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5733,5517,5794,6798,7021,7171,7692,8204
Region of Banská Bystrica,68 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5335,5579,5391,5655,6643,6868,7014,7535
Region of Banská Bystrica,69 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5439,5193,5460,5291,5499,6481,6711,6848
Region of Banská Bystrica,70 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5131,5316,5058,5300,5157,5364,6332,6554
Region of Banská Bystrica,71 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875,5005,5201,4916,5157,5024,5212,6142
Region of Banská Bystrica,72 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4547,4715,4870,5056,4778,4989,4888,5075
Region of Banská Bystrica,73 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4165,4384,4560,4717,4893,4603,4840,4745
Region of Banská Bystrica,74 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3752,4007,4222,4414,4561,4757,4441,4656
Region of Banská Bystrica,75 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3663,3612,3848,4048,4248,4391,4606,4296
Region of Banská Bystrica,76 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3527,3507,3456,3685,3884,4069,4200,4431
Region of Banská Bystrica,77 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3331,3318,3363,3289,3513,3727,3879,4009
Region of Banská Bystrica,78 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147,3164,3172,3187,3114,3334,3541,3672
Region of Banská Bystrica,79 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3226,2972,2986,3010,3013,2937,3134,3356
Region of Banská Bystrica,80 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023,3006,2809,2787,2807,2842,2751,2956
Region of Banská Bystrica,81 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2682,2791,2794,2644,2587,2614,2676,2578
Region of Banská Bystrica,82 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424,2472,2544,2550,2428,2395,2436,2476
Region of Banská Bystrica,83 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116,2200,2242,2344,2335,2227,2163,2234
Region of Banská Bystrica,84 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,1890,1976,2039,2098,2129,2023,1939
Region of Banská Bystrica,85 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,1530,1691,1766,1814,1886,1915,1802
Region of Banská Bystrica,86 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,1363,1324,1495,1555,1649,1648,1689
Region of Banská Bystrica,87 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,1110,1204,1154,1318,1363,1410,1407
Region of Banská Bystrica,88 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,984,958,1025,972,1136,1168,1230
Region of Banská Bystrica,89 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,898,845,818,884,819,950,1000
Region of Banská Bystrica,90 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,694,753,713,690,743,681,808
Region of Banská Bystrica,91 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,538,563,598,581,576,611,564
Region of Banská Bystrica,92 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,340,422,454,469,457,460,486
Region of Banská Bystrica,93 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,278,267,351,363,357,347,372
Region of Banská Bystrica,94 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,107,206,205,264,276,285,279
Region of Banská Bystrica,95 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,84,73,153,158,206,213,227
Region of Banská Bystrica,96 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,51,64,61,121,127,160,178
Region of Banská Bystrica,97 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,57,42,53,46,89,98,134
Region of Banská Bystrica,98 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,33,50,36,38,38,77,80
Region of Banská Bystrica,99 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,25,41,29,32,32,63
Region of Banská Bystrica,100 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37,30,16,26,22,28,28
Region of Banská Bystrica,101 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,29,24,10,21,20,26
Region of Banská Bystrica,102 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,23,22,9,17,16
Region of Banská Bystrica,103 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,10,20,17,9,17
Region of Banská Bystrica,104 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,10,19,16,8
Region of Banská Bystrica,105 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,10,18,15
Region of Banská Bystrica,106 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,1,10,17
Region of Banská Bystrica,107 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,2,1,9
Region of Banská Bystrica,108 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,2,1
Region of Banská Bystrica,109 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,3,2
Region of Banská Bystrica,110 years or over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,5,8
East Slovakia,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608797,1611407,1613672,1615542,1617347,1620413,1623043,1625436
East Slovakia,Zero years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20228,18408,17987,17908,18339,18822,18966,18796
East Slovakia,1 year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19236,20399,18603,18204,18114,18600,19071,19165
East Slovakia,2 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20715,19248,20445,18638,18274,18166,18692,19163
East Slovakia,3 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19472,20728,19275,20424,18667,18336,18233,18714
East Slovakia,4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18683,19488,20696,19277,20437,18704,18361,18259
East Slovakia,5 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18840,18687,19446,20686,19285,20452,18723,18374
East Slovakia,6 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19086,18823,18674,19420,20650,19285,20460,18715
East Slovakia,7 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18918,19068,18759,18659,19411,20644,19279,20472
East Slovakia,8 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18327,18903,19066,18731,18639,19393,20629,19274
East Slovakia,9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18154,18304,18885,19046,18720,18628,19370,20617
East Slovakia,10 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18453,18137,18269,18869,19027,18687,18624,19361
East Slovakia,11 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19494,18443,18115,18240,18848,19013,18684,18614
East Slovakia,12 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19752,19479,18429,18094,18215,18827,18995,18674
East Slovakia,13 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20035,19736,19468,18400,18085,18200,18813,18973
East Slovakia,14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20548,20018,19727,19452,18386,18069,18195,18796
East Slovakia,15 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20525,20521,20029,19690,19433,18365,18078,18173
East Slovakia,16 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20507,20515,20527,19996,19685,19413,18363,18067
East Slovakia,17 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22172,20499,20551,20511,19997,19659,19398,18355
East Slovakia,18 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23785,22163,20516,20544,20497,20005,19643,19376
East Slovakia,19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24329,23753,22187,20491,20539,20480,19996,19633
East Slovakia,20 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24830,24293,23777,22158,20484,20524,20461,19975
East Slovakia,21 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25084,24816,24324,23758,22141,20471,20503,20452
East Slovakia,22 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25171,25060,24817,24301,23726,22133,20458,20472
East Slovakia,23 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531,25133,25067,24786,24279,23704,22105,20409
East Slovakia,24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25886,25501,25078,25011,24717,24231,23646,22053
East Slovakia,25 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25935,25765,25400,24953,24897,24613,24117,23485
East Slovakia,26 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27032,25844,25639,25293,24797,24760,24491,23987
East Slovakia,27 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26646,26883,25673,25466,25129,24652,24604,24334
East Slovakia,28 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26365,26485,26641,25515,25296,24930,24425,24389
East Slovakia,29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26133,26208,26210,26399,25301,25078,24716,24187
East Slovakia,30 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25527,25949,25938,26001,26161,25076,24851,24474
East Slovakia,31 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26105,25384,25640,25741,25806,25958,24863,24630
East Slovakia,32 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26482,25978,25205,25453,25583,25617,25761,24663
East Slovakia,33 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26164,26373,25600,25067,25304,25411,25436,25583
East Slovakia,34 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25746,26057,26157,25438,24953,25139,25247,25314
East Slovakia,35 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26037,25668,25891,26003,25290,24803,24953,25093
East Slovakia,36 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25171,25943,25480,25765,25880,25166,24686,24861
East Slovakia,37 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25786,25088,25857,25362,25652,25767,25052,24568
East Slovakia,38 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24500,25693,25018,25728,25313,25539,25664,24960
East Slovakia,39 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23267,24437,25567,24924,25640,25218,25453,25572
East Slovakia,40 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21675,23196,24395,25447,24840,25571,25123,25351
East Slovakia,41 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21330,21619,23156,24339,25382,24760,25461,25046
East Slovakia,42 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21039,21275,21609,23085,24264,25312,24657,25392
East Slovakia,43 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19734,20978,21245,21531,23002,24186,25239,24580
East Slovakia,44 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20200,19686,20922,21185,21455,22922,24117,25147
East Slovakia,45 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20890,20123,19649,20850,21117,21395,22843,24028
East Slovakia,46 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21315,20816,20126,19577,20775,21061,21329,22773
East Slovakia,47 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22221,21234,20759,20049,19489,20699,20985,21255
East Slovakia,48 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22046,22115,21167,20676,19968,19435,20615,20902
East Slovakia,49 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20965,21960,22044,21057,20589,19893,19345,20531
East Slovakia,50 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21620,20839,21850,21926,20958,20509,19792,19266
East Slovakia,51 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21754,21485,20714,21714,21803,20856,20410,19685
East Slovakia,52 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21037,21624,21398,20590,21603,21663,20721,20291
East Slovakia,53 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21848,20933,21530,21280,20433,21475,21543,20600
East Slovakia,54 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22064,21688,20792,21382,21102,20298,21337,21414
East Slovakia,55 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22144,21874,21529,20644,21211,20925,20139,21173
East Slovakia,56 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21549,21949,21738,21334,20451,21029,20753,19978
East Slovakia,57 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20821,21363,21764,21548,21121,20260,20839,20570
East Slovakia,58 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20087,20629,21137,21544,21355,20925,20052,20664
East Slovakia,59 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20090,19843,20431,20936,21317,21135,20722,19861
East Slovakia,60 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19383,19842,19576,20207,20693,21091,20913,20480
East Slovakia,61 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18558,19156,19576,19335,19938,20470,20819,20643
East Slovakia,62 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17131,18294,18895,19313,19085,19653,20200,20585
East Slovakia,63 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16395,16886,18009,18591,19004,18789,19359,19934
East Slovakia,64 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15638,16097,16632,17725,18272,18740,18493,19077
East Slovakia,65 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12511,15352,15828,16375,17405,18001,18423,18221
East Slovakia,66 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11454,12311,15087,15563,16082,17093,17699,18119
East Slovakia,67 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11967,11247,12124,14815,15269,15815,16808,17382
East Slovakia,68 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10695,11710,10991,11904,14510,14947,15478,16466
East Slovakia,69 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10454,10452,11455,10770,11618,14195,14642,15166
East Slovakia,70 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10643,10191,10219,11201,10535,11366,13872,14309
East Slovakia,71 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10267,10343,9934,9953,10890,10285,11106,13550
East Slovakia,72 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9323,9991,10046,9695,9680,10615,10012,10808
East Slovakia,73 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8784,9016,9692,9763,9405,9410,10300,9737
East Slovakia,74 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8564,8475,8674,9382,9451,9143,9110,9969
East Slovakia,75 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7924,8193,8156,8338,9054,9121,8857,8791
East Slovakia,76 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7736,7575,7865,7834,8008,8722,8780,8520
East Slovakia,77 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7585,7353,7267,7504,7470,7677,8378,8426
East Slovakia,78 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7013,7183,7014,6909,7134,7144,7306,8026
East Slovakia,79 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6828,6579,6737,6605,6498,6746,6775,6948
East Slovakia,80 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6172,6374,6183,6343,6187,6136,6372,6403
East Slovakia,81 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5549,5691,5943,5784,5841,5747,5730,5948
East Slovakia,82 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864,5075,5216,5460,5341,5426,5286,5280
East Slovakia,83 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4344,4396,4628,4784,4963,4896,4954,4889
East Slovakia,84 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3792,3860,3926,4207,4290,4488,4436,4505
East Slovakia,85 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,3328,3440,3507,3804,3857,4028,3997
East Slovakia,86 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2739,2891,2915,2993,3053,3399,3408,3569
East Slovakia,87 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,2304,2488,2542,2568,2675,3011,2990
East Slovakia,88 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,2017,1978,2090,2153,2200,2303,2599
East Slovakia,89 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,1665,1699,1680,1748,1822,1859,1937
East Slovakia,90 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,1350,1359,1359,1404,1447,1500,1561
East Slovakia,91 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,1099,1090,1098,1118,1163,1185,1210
East Slovakia,92 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,608,882,891,848,905,926,942
East Slovakia,93 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,523,474,689,706,661,722,738
East Slovakia,94 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,192,403,355,524,538,517,578
East Slovakia,95 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,153,156,313,269,381,412,410
East Slovakia,96 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,128,122,117,231,210,290,334
East Slovakia,97 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,102,98,99,85,182,168,232
East Slovakia,98 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,89,77,87,81,70,147,142
East Slovakia,99 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,61,66,66,67,66,59,123
East Slovakia,100 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,51,48,55,54,57,61,51
East Slovakia,101 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,45,41,43,49,49,57
East Slovakia,102 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,25,40,37,42,45,45
East Slovakia,103 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,18,24,37,33,36,45
East Slovakia,104 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,16,24,35,32,35
East Slovakia,105 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,5,14,22,32,32
East Slovakia,106 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,5,13,22,31
East Slovakia,107 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,4,4,4,13,21
East Slovakia,108 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,4,4,4,13
East Slovakia,109 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,3,4,4,3
East Slovakia,110 years or over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,8,11,15,20
Region of Prešov,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815806,817382,818916,819977,820697,822310,823826,825022
Region of Prešov,Zero years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10299,9542,9440,9388,9589,9892,9970,9840
Region of Prešov,1 year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10069,10403,9636,9558,9487,9735,9984,10064
Region of Prešov,2 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10722,10073,10407,9651,9586,9517,9776,10032
Region of Prešov,3 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10084,10723,10088,10383,9639,9594,9535,9785
Region of Prešov,4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9583,10088,10716,10078,10394,9666,9605,9540
Region of Prešov,5 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9687,9584,10052,10704,10078,10401,9666,9601
Region of Prešov,6 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9841,9671,9575,10038,10677,10066,10412,9661
Region of Prešov,7 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9747,9836,9628,9547,10035,10672,10056,10422
Region of Prešov,8 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9460,9731,9838,9614,9529,10030,10652,10058
Region of Prešov,9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9485,9445,9716,9826,9615,9529,10017,10649
Region of Prešov,10 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9724,9479,9433,9709,9807,9595,9529,10008
Region of Prešov,11 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200,9717,9482,9427,9687,9804,9595,9529
Region of Prešov,12 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10291,10196,9714,9480,9408,9684,9796,9588
Region of Prešov,13 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10495,10284,10189,9697,9464,9405,9681,9780
Region of Prešov,14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10772,10486,10297,10180,9683,9453,9406,9673
Region of Prešov,15 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11047,10757,10484,10282,10172,9674,9459,9399
Region of Prešov,16 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11101,11039,10752,10472,10276,10160,9682,9450
Region of Prešov,17 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11985,11092,11077,10739,10463,10265,10151,9679
Region of Prešov,18 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12932,11984,11083,11067,10728,10463,10254,10148
